stage,aggression,action,stake,play_style,hand_quality
hole,-0.8383,folds,1.617,safe,0.139
flop,1.0,checks,0.0,agressive,0.57817
flop,1.0,checks,0.0,average,0.41906
turn,1.0,checks,0.0,agressive,0.47246
turn,1.0,checks,0.0,average,0.34106
river,1.0,checks,0.0,agressive,0.35253
river,1.0,checks,0.0,average,0.23737
hole,1.1,calls,1.0,agressive,0.169
hole,1.1,calls,1.0,average,0.123
hole,-1.1,folds,1.0,safe,0.133
flop,2.226411,calls,2.26411,agressive,0.81961
flop,0.226411,folds,2.26411,average,0.29695
turn,3.214976,calls,2.14976,agressive,0.94106
river,4.205556,calls,2.05556,agressive,0.99394
hole,1.1,calls,1.0,agressive,0.161
hole,1.1,calls,1.0,average,0.184
hole,1.1,calls,1.0,safe,0.16
flop,2.160268,bets,1.60268,agressive,0.64107
flop,0.16026800000000002,folds,1.60268,average,0.52266
flop,0.16026800000000002,folds,1.60268,safe,0.24514
hole,1.1,calls,1.0,agressive,0.12
hole,1.1,calls,1.0,average,0.251
hole,1.1,calls,1.0,safe,0.147
flop,1.0,checks,0.0,agressive,0.16374
flop,2.239593,bets,2.39593,average,0.95837
flop,0.239593,folds,2.39593,safe,0.65125
flop,0.239593,folds,2.39593,agressive,0.16374
hole,1.1,calls,1.0,agressive,0.194
hole,1.1,calls,1.0,average,0.17
hole,-1.1,folds,1.0,safe,0.1
flop,1.0,checks,0.0,agressive,0.56707
flop,1.0,checks,0.0,average,0.33025
turn,2.230918,bets,2.30918,agressive,0.92367
turn,0.230918,folds,2.30918,average,0.34493
hole,1.1,calls,1.0,agressive,0.161
hole,1.1,calls,1.0,average,0.154
hole,1.1,calls,1.0,safe,0.146
flop,1.0,checks,0.0,agressive,0.51156
flop,2.231036,bets,2.31036,average,0.92414
flop,0.23103600000000002,folds,2.31036,safe,0.23404
flop,0.23103600000000002,folds,2.31036,agressive,0.51156
hole,1.1505,bets,1.505,agressive,0.215
hole,1.1505,calls,1.505,average,0.225
hole,-0.8495,folds,1.505,safe,0.108
flop,2.233117,bets,2.33117,agressive,0.93247
flop,2.233117,calls,2.33117,average,0.92229
turn,3.200966,bets,2.00966,agressive,0.80386
turn,3.200966,calls,2.00966,average,0.79324
river,4.161111,bets,1.61111,agressive,0.64444
river,4.161111,calls,1.61111,average,0.98687
hole,1.3444,bets,3.444,agressive,0.492
hole,-0.6556,folds,3.444,average,0.174
hole,-0.6556,folds,3.444,safe,0.311
hole,1.1,calls,1.0,agressive,0.101
hole,1.1,calls,1.0,average,0.168
hole,-1.1,folds,1.0,safe,0.134
flop,2.170213,bets,1.70213,agressive,0.68085
flop,2.170213,calls,1.70213,average,0.92044
turn,2.0,checks,0.0,agressive,0.55652
turn,3.244203,bets,2.44203,average,0.97681
turn,1.244203,folds,2.44203,agressive,0.55652
hole,1.1,calls,1.0,agressive,0.114
hole,1.1,calls,1.0,average,0.147
hole,-1.1,folds,1.0,safe,0.106
flop,1.0,checks,0.0,agressive,0.05643
flop,2.225486,bets,2.25486,average,0.90194
flop,0.225486,folds,2.25486,agressive,0.05643
hole,1.1,calls,1.0,agressive,0.12
hole,1.1,calls,1.0,average,0.136
hole,-1.1,folds,1.0,safe,0.128
flop,1.0,checks,0.0,agressive,0.15264
flop,2.194033,bets,1.94033,average,0.77613
flop,0.194033,folds,1.94033,agressive,0.15264
hole,1.1,calls,1.0,agressive,0.192
hole,-1.1,folds,1.0,average,0.091
hole,1.1,calls,1.0,safe,0.203
flop,1.0,checks,0.0,agressive,0.55597
flop,2.221323,bets,2.21323,safe,0.88529
flop,0.221323,folds,2.21323,agressive,0.55597
hole,1.1,calls,1.0,agressive,0.16
hole,1.1,calls,1.0,average,0.16
hole,-1.1,folds,1.0,safe,0.137
flop,2.164662,bets,1.64662,agressive,0.65865
flop,2.164662,calls,1.64662,average,0.76503
turn,2.0,checks,0.0,agressive,0.53237
turn,3.153623,bets,1.53623,average,0.61449
turn,1.153623,folds,1.53623,agressive,0.53237
hole,1.1449,bets,1.449,agressive,0.207
hole,1.1449,calls,1.449,average,0.184
hole,-0.8551,folds,1.449,safe,0.115
flop,1.0,checks,0.0,agressive,0.56707
flop,2.234274,bets,2.34274,average,0.9371
flop,0.234274,folds,2.34274,agressive,0.56707
hole,1.1561,bets,1.561,agressive,0.223
hole,-0.8439,folds,1.561,average,0.096
hole,1.1561,calls,1.561,safe,0.269
flop,1.0,checks,0.0,agressive,0.45236
flop,1.0,checks,0.0,safe,0.46346
turn,1.0,checks,0.0,agressive,0.3256
turn,1.0,checks,0.0,safe,0.3372
river,1.0,checks,0.0,agressive,0.16667
river,1.0,checks,0.0,safe,0.17879
hole,1.1,calls,1.0,agressive,0.17
hole,1.1,calls,1.0,average,0.251
hole,1.1,calls,1.0,safe,0.19
flop,0.185245,folds,1.85245,agressive,0.11933
flop,2.185245,calls,1.85245,average,0.60037
flop,0.185245,folds,1.85245,safe,0.45236
turn,2.0,checks,0.0,average,0.46473
river,3.213131,bets,2.13131,average,0.85253
hole,1.1,calls,1.0,agressive,0.123
hole,1.2652999999999999,bets,2.653,average,0.379
hole,-0.7347,folds,2.653,safe,0.176
hole,2.2653,calls,2.653,agressive,0.123
flop,3.198427,bets,1.98427,agressive,0.79371
flop,2.198427,calls,1.98427,average,0.99722
turn,4.192512,bets,1.92512,agressive,0.77005
turn,3.192512,calls,1.92512,average,0.98164
river,5.189899,bets,1.89899,agressive,0.7596
river,4.189899,calls,1.89899,average,0.98081
hole,1.1575,bets,1.575,agressive,0.225
hole,1.1575,calls,1.575,average,0.258
hole,-0.8425,folds,1.575,safe,0.099
flop,2.205134,bets,2.05134,agressive,0.82054
flop,2.205134,calls,2.05134,average,0.93247
turn,3.191787,bets,1.91787,agressive,0.76715
turn,3.191787,calls,1.91787,average,0.87246
river,4.161111,bets,1.61111,agressive,0.64444
river,4.161111,calls,1.61111,average,0.74242
hole,1.1,calls,1.0,agressive,0.151
hole,1.1,calls,1.0,average,0.222
hole,1.1,calls,1.0,safe,0.168
flop,2.192877,bets,1.92877,agressive,0.77151
flop,0.19287700000000002,folds,1.92877,average,0.50786
flop,2.192877,calls,1.92877,safe,0.87882
turn,3.166908,bets,1.66908,agressive,0.66763
turn,3.166908,calls,1.66908,safe,0.76812
river,3.0,checks,0.0,agressive,0.38889
river,3.0,checks,0.0,safe,0.4596
hole,1.2352,bets,2.352,agressive,0.336
hole,1.2352,calls,2.352,average,0.224
hole,-0.7648,folds,2.352,safe,0.123
flop,2.237512,bets,2.37512,agressive,0.95005
flop,0.237512,folds,2.37512,average,0.26735
hole,1.1,calls,1.0,agressive,0.151
hole,1.1,calls,1.0,average,0.124
hole,-1.1,folds,1.0,safe,0.14
flop,0.219935,folds,2.19935,agressive,0.33025
flop,0.219935,folds,2.19935,average,0.10823
hole,1.1,calls,1.0,agressive,0.166
hole,1.3444,bets,3.444,average,0.492
hole,-0.6556,folds,3.444,safe,0.096
hole,2.3444,calls,3.444,agressive,0.166
flop,3.168825,bets,1.68825,agressive,0.6753
flop,2.168825,calls,1.68825,average,0.9519
turn,3.0,checks,0.0,agressive,0.51401
turn,3.215942,bets,2.15942,average,0.86377
turn,2.215942,folds,2.15942,agressive,0.51401
hole,1.1,calls,1.0,agressive,0.19
hole,1.1,calls,1.0,average,0.1
hole,1.1,calls,1.0,safe,0.175
flop,1.0,checks,0.0,agressive,0.18594
flop,1.0,checks,0.0,average,0.01943
flop,1.0,checks,0.0,safe,0.54487
turn,2.162077,bets,1.62077,agressive,0.64831
turn,0.162077,folds,1.62077,average,0.02029
turn,0.162077,folds,1.62077,safe,0.41063
hole,1.1,calls,1.0,agressive,0.168
hole,-1.1,folds,1.0,average,0.086
hole,-1.1,folds,1.0,safe,0.086
flop,0.25,folds,2.5,agressive,0.46346
hole,1.1,calls,1.0,agressive,0.161
hole,1.1,calls,1.0,average,0.151
hole,-1.1,folds,1.0,safe,0.114
flop,1.0,checks,0.0,agressive,0.49676
flop,1.0,checks,0.0,average,0.45236
turn,1.0,checks,0.0,agressive,0.42222
turn,1.0,checks,0.0,average,0.35652
river,1.0,checks,0.0,agressive,0.29798
river,1.0,checks,0.0,average,0.25455
hole,1.1,calls,1.0,agressive,0.133
hole,1.1,calls,1.0,average,0.167
hole,-1.1,folds,1.0,safe,0.115
flop,2.175301,bets,1.75301,agressive,0.7012
flop,0.17530099999999998,folds,1.75301,average,0.52266
hole,1.1,calls,1.0,agressive,0.187
hole,1.1,calls,1.0,average,0.181
hole,-1.1,folds,1.0,safe,0.089
flop,2.194958,calls,1.94958,agressive,0.92784
flop,2.194958,calls,1.94958,average,0.80944
turn,3.166908,calls,1.66908,agressive,0.81063
turn,3.166908,calls,1.66908,average,0.98647
river,4.157828,bets,1.57828,agressive,0.63131
river,4.157828,calls,1.57828,average,0.87677
hole,1.1,calls,1.0,agressive,0.133
hole,1.1,calls,1.0,average,0.106
hole,1.1,calls,1.0,safe,0.184
flop,2.185245,calls,1.85245,agressive,0.79648
flop,0.185245,folds,1.85245,average,0.21184
flop,0.185245,folds,1.85245,safe,0.67438
turn,3.156763,calls,1.56763,agressive,0.71208
river,4.162879,bets,1.62879,agressive,0.65152
hole,1.1,calls,1.0,agressive,0.126
hole,-1.1,folds,1.0,average,0.099
hole,1.1,calls,1.0,safe,0.173
flop,1.0,checks,0.0,agressive,0.06753
flop,1.0,checks,0.0,safe,0.61147
turn,1.0,checks,0.0,agressive,0.03188
turn,1.0,checks,0.0,safe,0.6
river,1.0,checks,0.0,agressive,0.03333
river,1.0,checks,0.0,safe,0.47778
hole,1.1,calls,1.0,agressive,0.107
hole,-1.1,folds,1.0,average,0.086
hole,1.1,calls,1.0,safe,0.154
flop,0.22941699999999998,folds,2.29417,agressive,0.03053
flop,0.22941699999999998,folds,2.29417,safe,0.41536
hole,1.1561,bets,1.561,agressive,0.223
hole,1.1561,calls,1.561,average,0.12
hole,-0.8439,folds,1.561,safe,0.213
flop,0.19704,folds,1.9704,agressive,0.47456
flop,0.19704,folds,1.9704,average,0.06753
hole,1.1,calls,1.0,agressive,0.195
hole,1.1,calls,1.0,average,0.189
hole,-1.1,folds,1.0,safe,0.114
flop,0.236124,folds,2.36124,agressive,0.57817
flop,0.236124,folds,2.36124,average,0.36355
hole,1.1624,bets,1.624,agressive,0.232
hole,1.1624,calls,1.624,average,0.123
hole,1.1624,calls,1.624,safe,0.279
flop,0.222017,folds,2.22017,agressive,0.39685
flop,0.222017,folds,2.22017,average,0.25624
flop,0.222017,folds,2.22017,safe,0.55597
hole,1.1,calls,1.0,agressive,0.144
hole,1.1,calls,1.0,average,0.189
hole,1.1,calls,1.0,safe,0.18
flop,1.0,checks,0.0,agressive,0.31915
flop,1.0,checks,0.0,average,0.17114
flop,1.0,checks,0.0,safe,0.52266
turn,1.0,checks,0.0,agressive,0.31014
turn,1.0,checks,0.0,average,0.16522
turn,1.0,checks,0.0,safe,0.3971
river,2.181061,bets,1.81061,agressive,0.72424
river,0.181061,folds,1.81061,average,0.17273
river,0.181061,folds,1.81061,safe,0.32424
hole,1.1,calls,1.0,agressive,0.107
hole,-1.1,folds,1.0,average,0.099
hole,-1.1,folds,1.0,safe,0.099
flop,2.172525,calls,1.72525,agressive,1.0
turn,3.25,bets,2.5,agressive,1.0
hole,1.1,calls,1.0,agressive,0.106
hole,1.1,calls,1.0,average,0.115
hole,1.1,calls,1.0,safe,0.251
flop,0.161193,folds,1.61193,agressive,0.12673
flop,0.161193,folds,1.61193,average,0.14894
flop,0.161193,folds,1.61193,safe,0.45976
hole,1.1,calls,1.0,agressive,0.168
hole,1.1,calls,1.0,average,0.16
hole,-1.1,folds,1.0,safe,0.107
flop,2.245837,bets,2.45837,agressive,0.98335
flop,0.245837,folds,2.45837,average,0.54487
hole,1.1,calls,1.0,agressive,0.139
hole,1.1,calls,1.0,average,0.244
hole,1.1,calls,1.0,safe,0.17
flop,2.190102,bets,1.90102,agressive,0.76041
flop,0.190102,folds,1.90102,average,0.54857
flop,0.190102,folds,1.90102,safe,0.29695
hole,1.1,calls,1.0,agressive,0.105
hole,1.1,calls,1.0,average,0.225
hole,1.1,calls,1.0,safe,0.244
flop,0.24491200000000002,folds,2.44912,agressive,0.31915
flop,2.2449120000000002,calls,2.44912,average,0.71693
flop,0.24491200000000002,folds,2.44912,safe,0.9556
turn,3.234058,calls,2.34058,average,0.98744
river,4.233333,calls,2.33333,average,0.98687
hole,1.1,calls,1.0,agressive,0.169
hole,1.1,calls,1.0,average,0.167
hole,1.1,calls,1.0,safe,0.16
flop,0.238437,folds,2.38437,agressive,0.42091
flop,2.2384370000000002,calls,2.38437,average,0.9482
flop,0.238437,folds,2.38437,safe,0.21739
turn,3.157488,calls,1.57488,average,0.62415
river,3.0,checks,0.0,average,0.58384
hole,1.1,calls,1.0,agressive,0.154
hole,1.1,calls,1.0,average,0.154
hole,1.1,calls,1.0,safe,0.215
flop,0.1679,folds,1.679,agressive,0.53377
flop,0.1679,folds,1.679,average,0.18594
flop,0.1679,folds,1.679,safe,0.47456
hole,1.1,calls,1.0,agressive,0.192
hole,1.1,calls,1.0,average,0.107
hole,1.1,calls,1.0,safe,0.149
flop,1.0,checks,0.0,agressive,0.33025
flop,1.0,checks,0.0,average,0.03053
flop,1.0,checks,0.0,safe,0.24514
turn,1.0,checks,0.0,agressive,0.24444
turn,1.0,checks,0.0,average,0.03188
turn,2.214976,bets,2.14976,safe,0.8599
turn,0.214976,folds,2.14976,agressive,0.24444
turn,0.214976,folds,2.14976,average,0.03188
hole,1.1624,bets,1.624,agressive,0.232
hole,1.1624,calls,1.624,average,0.216
hole,-0.8376,folds,1.624,safe,0.151
flop,1.0,checks,0.0,agressive,0.56707
flop,1.0,checks,0.0,average,0.46346
turn,0.150966,folds,1.50966,agressive,0.59227
turn,0.150966,folds,1.50966,average,0.48406
hole,1.1,calls,1.0,agressive,0.139
hole,1.1,calls,1.0,average,0.169
hole,1.1,calls,1.0,safe,0.173
flop,2.180389,bets,1.80389,agressive,0.72155
flop,0.180389,folds,1.80389,average,0.56707
flop,2.180389,calls,1.80389,safe,0.92229
turn,2.0,checks,0.0,agressive,0.57585
turn,3.2157,bets,2.157,safe,0.8628
turn,1.2157,folds,2.157,agressive,0.57585
hole,1.1,calls,1.0,agressive,0.148
hole,1.1,calls,1.0,average,0.194
hole,-1.1,folds,1.0,safe,0.114
flop,0.20444,folds,2.0444,agressive,0.29695
flop,0.20444,folds,2.0444,average,0.56707
hole,1.1,calls,1.0,agressive,0.144
hole,1.1,calls,1.0,average,0.194
hole,1.1,calls,1.0,safe,0.279
flop,2.178076,bets,1.78076,agressive,0.7123
flop,0.17807599999999998,folds,1.78076,average,0.55597
flop,0.17807599999999998,folds,1.78076,safe,0.60037
hole,-1.1,folds,1.0,agressive,0.099
hole,1.1,calls,1.0,average,0.279
hole,1.1,calls,1.0,safe,0.244
flop,2.150093,bets,1.50093,average,0.60037
flop,0.150093,folds,1.50093,safe,0.57817
hole,1.1,calls,1.0,agressive,0.155
hole,1.1,calls,1.0,average,0.142
hole,1.1,calls,1.0,safe,0.151
flop,2.248612,calls,2.48612,agressive,0.60037
flop,0.248612,folds,2.48612,average,0.11933
flop,0.248612,folds,2.48612,safe,0.55597
turn,1.243961,folds,2.43961,agressive,0.48019
hole,-1.1,folds,1.0,agressive,0.096
hole,1.1,calls,1.0,average,0.19
hole,1.1,calls,1.0,safe,0.229
flop,2.233349,bets,2.33349,average,0.9334
flop,2.233349,calls,2.33349,safe,0.9482
turn,3.225121,bets,2.25121,average,0.90048
turn,3.225121,calls,2.25121,safe,0.90821
river,4.211111,bets,2.11111,average,0.84444
river,4.211111,calls,2.11111,safe,0.85253
hole,1.1,calls,1.0,agressive,0.105
hole,1.1,calls,1.0,average,0.279
hole,-1.1,folds,1.0,safe,0.119
flop,0.246068,folds,2.46068,agressive,0.15264
flop,2.246068,calls,2.46068,average,0.60037
turn,1.231401,folds,2.31401,average,0.46087
hole,1.1,calls,1.0,agressive,0.151
hole,1.3444,bets,3.444,average,0.492
hole,-0.6556,folds,3.444,safe,0.145
hole,2.3444,calls,3.444,agressive,0.151
flop,2.0,checks,0.0,agressive,0.34135
flop,2.234274,bets,2.34274,average,0.9371
flop,1.234274,folds,2.34274,agressive,0.34135
hole,1.1,calls,1.0,agressive,0.187
hole,1.1,calls,1.0,average,0.151
hole,1.1,calls,1.0,safe,0.229
flop,1.0,checks,0.0,agressive,0.46346
flop,1.0,checks,0.0,average,0.26735
flop,1.0,checks,0.0,safe,0.60037
turn,1.0,checks,0.0,agressive,0.46087
turn,1.0,checks,0.0,average,0.26473
turn,1.0,checks,0.0,safe,0.58357
river,2.163889,calls,1.63889,agressive,0.64646
river,2.163889,calls,1.63889,average,0.65253
river,0.163889,folds,1.63889,safe,0.64646
hole,1.1,calls,1.0,agressive,0.16
hole,1.1,calls,1.0,average,0.134
hole,1.1,calls,1.0,safe,0.259
flop,1.0,checks,0.0,agressive,0.41906
flop,1.0,checks,0.0,average,0.23404
flop,2.241443,bets,2.41443,safe,0.96577
flop,0.241443,folds,2.41443,agressive,0.41906
flop,0.241443,folds,2.41443,average,0.23404
hole,1.1,calls,1.0,agressive,0.17
hole,1.1,calls,1.0,average,0.192
hole,1.1,calls,1.0,safe,0.203
flop,0.170907,folds,1.70907,agressive,0.11933
flop,0.170907,folds,1.70907,average,0.56707
flop,2.170907,calls,1.70907,safe,0.9519
turn,1.247101,folds,2.47101,safe,0.90435
hole,1.1,calls,1.0,agressive,0.137
hole,1.1,calls,1.0,average,0.151
hole,-1.1,folds,1.0,safe,0.108
flop,0.164662,folds,1.64662,agressive,0.00833
flop,2.164662,calls,1.64662,average,0.81314
turn,3.175604,bets,1.75604,average,0.70242
hole,1.1575,bets,1.575,agressive,0.225
hole,1.1575,calls,1.575,average,0.113
hole,-0.8425,folds,1.575,safe,0.167
flop,2.244681,bets,2.44681,agressive,0.97872
flop,0.244681,folds,2.44681,average,0.18871
hole,1.1,calls,1.0,agressive,0.189
hole,1.1,calls,1.0,average,0.154
hole,1.1,calls,1.0,safe,0.156
flop,1.0,checks,0.0,agressive,0.47456
flop,2.168594,bets,1.68594,average,0.67438
flop,0.168594,folds,1.68594,safe,0.41906
flop,0.168594,folds,1.68594,agressive,0.47456
hole,1.2058,bets,2.058,agressive,0.294
hole,1.2058,calls,2.058,average,0.174
hole,-0.7942,folds,2.058,safe,0.168
flop,2.199584,calls,1.99584,agressive,0.96577
flop,0.199584,folds,1.99584,average,0.24514
turn,3.189855,calls,1.89855,agressive,0.92271
river,4.161111,calls,1.61111,agressive,0.88283
hole,1.1,calls,1.0,agressive,0.114
hole,1.1,calls,1.0,average,0.213
hole,1.301,bets,3.01,safe,0.43
hole,2.301,calls,3.01,agressive,0.114
hole,0.301,folds,3.01,average,0.213
flop,2.0,checks,0.0,agressive,0.09158
flop,2.206984,bets,2.06984,safe,0.82794
flop,1.206984,folds,2.06984,agressive,0.09158
hole,1.1,calls,1.0,agressive,0.154
hole,1.1,calls,1.0,average,0.142
hole,1.1,calls,1.0,safe,0.217
flop,1.0,checks,0.0,agressive,0.39685
flop,2.241443,bets,2.41443,average,0.96577
flop,0.241443,folds,2.41443,safe,0.80019
flop,0.241443,folds,2.41443,agressive,0.39685
hole,1.1,calls,1.0,agressive,0.106
hole,1.1,calls,1.0,average,0.224
hole,1.1,calls,1.0,safe,0.151
flop,1.0,checks,0.0,agressive,0.21184
flop,1.0,checks,0.0,average,0.35245
flop,1.0,checks,0.0,safe,0.43016
turn,0.190338,folds,1.90338,agressive,0.12077
turn,0.190338,folds,1.90338,average,0.23671
turn,0.190338,folds,1.90338,safe,0.30628
hole,-1.1,folds,1.0,agressive,0.091
hole,1.1,calls,1.0,average,0.215
hole,-1.1,folds,1.0,safe,0.106
flop,0.229648,folds,2.29648,average,0.36355
hole,1.1,calls,1.0,agressive,0.107
hole,1.1,calls,1.0,average,0.194
hole,-1.1,folds,1.0,safe,0.128
flop,1.0,checks,0.0,agressive,0.03053
flop,1.0,checks,0.0,average,0.56707
turn,0.215942,folds,2.15942,agressive,0.03188
turn,0.215942,folds,2.15942,average,0.457
hole,1.1,calls,1.0,agressive,0.123
hole,-1.1,folds,1.0,average,0.099
hole,1.1,calls,1.0,safe,0.252
flop,2.175301,bets,1.75301,agressive,0.7012
flop,0.17530099999999998,folds,1.75301,safe,0.46346
hole,1.1,calls,1.0,agressive,0.137
hole,1.1,calls,1.0,average,0.1
hole,1.1,calls,1.0,safe,0.216
flop,1.0,checks,0.0,agressive,0.36725
flop,2.181314,bets,1.81314,average,0.72525
flop,0.181314,folds,1.81314,safe,0.32285
flop,0.181314,folds,1.81314,agressive,0.36725
hole,1.1,calls,1.0,agressive,0.105
hole,1.1,calls,1.0,average,0.174
hole,-1.1,folds,1.0,safe,0.095
flop,0.22086,folds,2.2086,agressive,0.09713
flop,0.22086,folds,2.2086,average,0.43016
hole,1.1,calls,1.0,agressive,0.135
hole,1.1,calls,1.0,average,0.24
hole,1.1,calls,1.0,safe,0.229
flop,2.194496,bets,1.94496,agressive,0.77798
flop,2.194496,calls,1.94496,average,0.9852
flop,0.194496,folds,1.94496,safe,0.34875
turn,2.0,checks,0.0,agressive,0.56908
turn,3.195652,bets,1.95652,average,0.78261
turn,1.195652,folds,1.95652,agressive,0.56908
hole,1.1631,bets,1.631,agressive,0.233
hole,1.1631,calls,1.631,average,0.169
hole,-0.8369,folds,1.631,safe,0.231
flop,0.20143399999999997,folds,2.01434,agressive,0.54487
flop,0.20143399999999997,folds,2.01434,average,0.17484
hole,1.301,bets,3.01,agressive,0.43
hole,-0.6990000000000001,folds,3.01,average,0.189
hole,-0.6990000000000001,folds,3.01,safe,0.185
hole,1.1,calls,1.0,agressive,0.106
hole,1.1,calls,1.0,average,0.106
hole,1.1,calls,1.0,safe,0.154
flop,2.166512,bets,1.66512,agressive,0.66605
flop,0.166512,folds,1.66512,average,0.21184
flop,0.166512,folds,1.66512,safe,0.41906
hole,1.1729,bets,1.729,agressive,0.247
hole,1.1729,calls,1.729,average,0.11
hole,-0.8271,folds,1.729,safe,0.105
flop,1.0,checks,0.0,agressive,0.25254
flop,2.188483,bets,1.88483,average,0.75393
flop,0.188483,folds,1.88483,agressive,0.25254
hole,1.1617,bets,1.617,agressive,0.231
hole,-0.8383,folds,1.617,average,0.086
hole,-0.8383,folds,1.617,safe,0.115
flop,1.0,checks,0.0,agressive,0.58927
turn,1.0,checks,0.0,agressive,0.48406
river,2.2454549999999998,calls,2.45455,agressive,0.64848
hole,-1.1,folds,1.0,agressive,0.095
hole,-1.1,folds,1.0,average,0.086
hole,1.1,calls,1.0,safe,0.163
flop,0.23149899999999998,folds,2.31499,safe,0.75393
hole,1.1456,bets,1.456,agressive,0.208
hole,1.1456,calls,1.456,average,0.142
hole,-0.8544,folds,1.456,safe,0.106
flop,1.0,checks,0.0,agressive,0.42646
flop,1.0,checks,0.0,average,0.18594
turn,1.0,checks,0.0,agressive,0.31787
turn,2.243237,bets,2.43237,average,0.97295
turn,0.243237,folds,2.43237,agressive,0.31787
hole,1.1,calls,1.0,agressive,0.152
hole,1.1,calls,1.0,average,0.261
hole,-1.1,folds,1.0,safe,0.105
flop,1.0,checks,0.0,agressive,0.05643
flop,2.234274,bets,2.34274,average,0.9371
flop,0.234274,folds,2.34274,agressive,0.05643
hole,1.1,calls,1.0,agressive,0.101
hole,1.1,calls,1.0,average,0.152
hole,1.1,calls,1.0,safe,0.229
flop,1.0,checks,0.0,agressive,0.15264
flop,1.0,checks,0.0,average,0.03053
flop,1.0,checks,0.0,safe,0.36355
turn,1.0,checks,0.0,agressive,0.15942
turn,1.0,checks,0.0,average,0.03188
turn,1.0,checks,0.0,safe,0.37971
river,1.0,checks,0.0,agressive,0.17879
river,1.0,checks,0.0,average,0.03333
river,2.25,bets,2.5,safe,1.0
river,0.25,folds,2.5,agressive,0.17879
river,0.25,folds,2.5,average,0.03333
hole,1.1,calls,1.0,agressive,0.147
hole,1.1,calls,1.0,average,0.169
hole,1.1,calls,1.0,safe,0.153
flop,1.0,checks,0.0,agressive,0.40796
flop,1.0,checks,0.0,average,0.18594
flop,1.0,checks,0.0,safe,0.05643
turn,1.0,checks,0.0,agressive,0.32174
turn,1.0,checks,0.0,average,0.1942
turn,1.0,checks,0.0,safe,0.05894
river,1.0,checks,0.0,agressive,0.35152
river,1.0,checks,0.0,average,0.19293
river,1.0,checks,0.0,safe,0.06768
hole,1.1505,bets,1.505,agressive,0.215
hole,-0.8495,folds,1.505,average,0.086
hole,-0.8495,folds,1.505,safe,0.167
flop,2.246762,bets,2.46762,agressive,0.98705
hole,1.3444,bets,3.444,agressive,0.492
hole,-0.6556,folds,3.444,average,0.095
hole,-0.6556,folds,3.444,safe,0.105
hole,1.1,calls,1.0,agressive,0.173
hole,1.1,calls,1.0,average,0.269
hole,1.1,calls,1.0,safe,0.225
flop,2.247456,bets,2.47456,agressive,0.98982
flop,2.247456,calls,2.47456,average,0.85846
flop,0.24745599999999998,folds,2.47456,safe,0.57817
turn,3.245169,bets,2.45169,agressive,0.98068
turn,3.245169,calls,2.45169,average,0.83768
river,4.238636,bets,2.38636,agressive,0.95455
river,4.238636,calls,2.38636,average,0.94242
hole,-1.1,folds,1.0,agressive,0.095
hole,1.1,calls,1.0,average,0.185
hole,-1.1,folds,1.0,safe,0.091
flop,2.2127660000000002,calls,2.12766,average,0.61702
turn,1.199275,folds,1.99275,average,0.47826
hole,1.1645,bets,1.645,agressive,0.235
hole,1.1645,calls,1.645,average,0.164
hole,-0.8355,folds,1.645,safe,0.124
flop,2.186633,calls,1.86633,agressive,0.60037
flop,0.186633,folds,1.86633,average,0.41906
turn,1.158213,folds,1.58213,agressive,0.49565
hole,1.1,calls,1.0,agressive,0.192
hole,1.1,calls,1.0,average,0.124
hole,-1.1,folds,1.0,safe,0.086
flop,1.0,checks,0.0,agressive,0.34135
flop,2.198427,bets,1.98427,average,0.79371
flop,0.198427,folds,1.98427,agressive,0.34135
hole,1.1,calls,1.0,agressive,0.161
hole,1.1,calls,1.0,average,0.18
hole,1.1,calls,1.0,safe,0.215
flop,0.224098,folds,2.24098,agressive,0.51156
flop,0.224098,folds,2.24098,average,0.53377
flop,0.224098,folds,2.24098,safe,0.36355
hole,1.1,calls,1.0,agressive,0.128
hole,1.1,calls,1.0,average,0.151
hole,1.1,calls,1.0,safe,0.195
flop,2.202359,bets,2.02359,agressive,0.80944
flop,0.202359,folds,2.02359,average,0.17484
flop,0.202359,folds,2.02359,safe,0.45236
hole,1.1813,bets,1.813,agressive,0.259
hole,1.1813,calls,1.813,average,0.12
hole,-0.8187,folds,1.813,safe,0.192
flop,2.212997,calls,2.12997,agressive,0.96577
flop,0.21299700000000002,folds,2.12997,average,0.05643
turn,3.247101,calls,2.47101,agressive,0.90145
river,4.248232,calls,2.48232,agressive,0.81818
hole,1.1,calls,1.0,agressive,0.184
hole,1.1,calls,1.0,average,0.156
hole,-1.1,folds,1.0,safe,0.128
flop,1.0,checks,0.0,agressive,0.55597
flop,1.0,checks,0.0,average,0.39685
turn,0.177053,folds,1.77053,agressive,0.44541
turn,0.177053,folds,1.77053,average,0.34493
hole,1.1,calls,1.0,agressive,0.128
hole,1.1,calls,1.0,average,0.149
hole,1.1,calls,1.0,safe,0.167
flop,1.0,checks,0.0,agressive,0.17484
flop,2.17692,bets,1.7692,average,0.70768
flop,2.17692,calls,1.7692,safe,0.82146
flop,0.17692000000000002,folds,1.7692,agressive,0.17484
turn,3.172947,bets,1.72947,average,0.69179
turn,3.172947,calls,1.72947,safe,0.79903
river,4.153788,bets,1.53788,average,0.61515
river,4.153788,calls,1.53788,safe,0.71515
hole,1.1806,bets,1.806,agressive,0.258
